record_id,family,family_role,family_note,hull,reference_frame,window,frames,discard,seed_index,n_grid,dx_m,depth_m,depth_cells,v_car_ms,v_water_ms,v_rel_mag_ms,v_rel_angle_deg_from_broadside,force_horiz_mag_N,force_mean_x_N,force_mean_y_N,force_mean_z_N,torque_note,fz_settle_N,f_buoy_analytic_N,fz_settle_over_analytic_diagnostic,stream_established_frac,bc_per_frame,bc_per_frame_auto,wrench_dt_mode,n_water,water_layers,substeps_effective,engine,body_is_free,verdict_reportable
M1s1_g64_vc4.5000_vw2.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,4.5,2.0,4.924428900898052,-66.03751102542182,10493.948406315207,4977.177815500895,-9238.541776021322,15338.94487508138,"torque is about the collider centre, not the CG; not carried in this table",9162.158569335938,4468.62177,2.050332080205557,0.7206950040207697,4,3,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc4.5000_vw3.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,4.5,3.0,5.408326913195984,-56.309932474020215,11796.820609562008,6052.1622512817385,-10126.021359761557,15123.197628784179,"torque is about the collider centre, not the CG; not carried in this table",9162.161865234375,4468.62177,2.0503328177704274,0.7260313889919182,4,3,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc6.7000_vw0.5000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,6.7,0.5,6.71863081289633,-85.73210669970919,9565.821070093738,4044.66021194458,-8668.659441630045,11415.807430013021,"torque is about the collider centre, not the CG; not carried in this table",9162.163146972656,4468.62177,2.0503331046012105,0.7971434894657052,4,4,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc6.7000_vw1.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,6.7,1.0,6.774215821775979,-81.5110561194953,13187.48923803022,5535.844422149658,-11969.306535339356,16471.02070007324,"torque is about the collider centre, not the CG; not carried in this table",9162.157470703125,4468.62177,2.0503318343506,0.7704788980257488,4,4,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc6.7000_vw2.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,6.7,2.0,6.992138442565336,-73.37924308610795,18797.918199645188,9115.19916788737,-16440.038709513345,22755.078004964194,"torque is about the collider centre, not the CG; not carried in this table",9162.164428710938,4468.62177,2.0503333914319937,0.7194512342475239,4,4,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc6.7000_vw3.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,6.7,3.0,7.340980860893182,-65.87901688055742,21711.338811460126,11246.102586873372,-18571.68300374349,27021.788349405924,"torque is about the collider centre, not the CG; not carried in this table",9162.158935546875,4468.62177,2.0503321621572095,0.7255934731021046,4,4,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc8.9000_vw0.5000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,8.9,0.5,8.914033879226622,-86.78451600825179,13761.992376924905,6234.531940460205,-12268.783381652833,15247.30658009847,"torque is about the collider centre, not the CG; not carried in this table",9162.160034179688,4468.62177,2.0503324080121663,0.8527061602359989,4,5,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc8.9000_vw1.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,8.9,1.0,8.95600357302296,-83.58915997976756,20121.83088359227,8884.657232666015,-18054.111552937826,21832.932688395184,"torque is about the collider centre, not the CG; not carried in this table",9162.163696289062,4468.62177,2.050333227528689,0.7905002422663296,4,5,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc8.9000_vw2.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,8.9,2.0,9.121951545584968,-77.33493623495764,25708.792811425243,9443.143639119466,-23911.69308166504,29763.864341227214,"torque is about the collider centre, not the CG; not carried in this table",9162.157470703125,4468.62177,2.0503318343506,0.7936716234436145,4,5,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s1_g64_vc8.9000_vw3.0000_r1,M1s1,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,1,64,0.1472147236519959,0.3,2.037839643738194,8.9,3.0,9.392017887546851,-71.37213682354495,29926.713840622826,13614.763054402669,-26650.448931884766,32199.57355957031,"torque is about the collider centre, not the CG; not carried in this table",9162.162963867188,4468.62177,2.0503330636253843,0.7805777201508195,4,5,frame,41649,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc0.0000_vw0.5000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,0.0,0.5,0.5,-0.0,307.840025438159,307.7293491522471,-8.25402520596981,323.6401300271352,"torque is about the collider centre, not the CG; not carried in this table",9147.752014160156,4468.62177,2.0471081431803877,1.3722355365753174,4,1,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc0.0000_vw1.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,0.0,1.0,1.0,-0.0,464.42279737643685,464.27793628374735,-11.598819037278494,513.4365170796713,"torque is about the collider centre, not the CG; not carried in this table",9147.752746582031,4468.62177,2.047108307083692,0.9721450805664062,4,1,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc0.0000_vw2.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,0.0,2.0,2.0,-0.0,914.5508379253441,914.1788819948832,-26.08077576557795,1155.356779797872,"torque is about the collider centre, not the CG; not carried in this table",9147.755493164062,4468.62177,2.047108921721084,0.8526598811149597,4,1,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc0.0000_vw3.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,0.0,3.0,3.0,-0.0,1867.5073160187278,1866.8388210932414,-49.963901395599045,2392.0811344146728,"torque is about the collider centre, not the CG; not carried in this table",9147.752014160156,4468.62177,2.0471081431803877,0.8323899110158285,4,2,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc2.2000_vw0.5000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,2.2,0.5,2.2561028345356955,-77.19573393471326,2357.2087845420224,1101.7841276804606,-2083.8677956899005,2993.215605799357,"torque is about the collider centre, not the CG; not carried in this table",9147.751098632812,4468.62177,2.0471079383012567,0.7482002368141955,4,1,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc2.2000_vw1.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,2.2,1.0,2.4166091947189146,-65.55604521958347,3031.5447206136146,1502.480444908142,-2633.0240989685058,3995.9840929667157,"torque is about the collider centre, not the CG; not carried in this table",9147.752746582031,4468.62177,2.047108307083692,0.7163737367277276,4,1,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc2.2000_vw2.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,2.2,2.0,2.973213749463701,-47.72631099390627,2561.476826017204,1459.363000233968,-2105.0945735931396,4209.3820592244465,"torque is about the collider centre, not the CG; not carried in this table",9147.752197265625,4468.62177,2.0471081841562135,0.7412606181062724,4,1,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc2.2000_vw3.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,2.2,3.0,3.7202150475476548,-36.25383773744479,5172.076113751272,4382.546062978109,-2746.5726519266764,6801.6737917582195,"torque is about the collider centre, not the CG; not carried in this table",9147.754577636719,4468.62177,2.0471087168419535,0.7130732925641055,4,2,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc4.5000_vw0.5000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,4.5,0.5,4.527692569068709,-83.6598082540901,5674.772486089861,2358.313407897949,-5161.530842590332,6945.30021794637,"torque is about the collider centre, not the CG; not carried in this table",9147.748718261719,4468.62177,2.0471074056155167,0.7588912495752659,4,3,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc4.5000_vw1.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,4.5,1.0,4.6097722286464435,-77.47119229084849,7469.054875437827,3286.7232493082684,-6707.028478749593,9896.573863220216,"torque is about the collider centre, not the CG; not carried in this table",9147.750366210938,4468.62177,2.0471077743979524,0.7332789364983053,4,3,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc4.5000_vw2.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,4.5,2.0,4.924428900898052,-66.03751102542182,10527.920965002428,4992.651600901286,-9268.794411214192,15403.047211710613,"torque is about the collider centre, not the CG; not carried in this table",9147.753479003906,4468.62177,2.0471084709869967,0.7203211341936565,4,3,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc4.5000_vw3.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,4.5,3.0,5.408326913195984,-56.309932474020215,11829.336132604803,6061.391116333008,-10158.382305908202,15227.968645222982,"torque is about the collider centre, not the CG; not carried in this table",9147.749633789062,4468.62177,2.0471076104946477,0.7252829991854153,4,3,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc6.7000_vw0.5000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,6.7,0.5,6.71863081289633,-85.73210669970919,9569.7530067717,4040.221878560384,-8675.066557820637,11445.796903991699,"torque is about the collider centre, not the CG; not carried in this table",9147.751098632812,4468.62177,2.0471079383012567,0.7980982540691116,4,4,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc6.7000_vw1.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,6.7,1.0,6.774215821775979,-81.5110561194953,13182.706200459083,5554.2991394042965,-11955.480075581869,16526.49955546061,"torque is about the collider centre, not the CG; not carried in this table",9147.749633789062,4468.62177,2.0471076104946477,0.7683785758160849,4,4,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc6.7000_vw2.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,6.7,2.0,6.992138442565336,-73.37924308610795,18830.308090528022,9136.458902486165,-16465.285345458986,22765.159458414713,"torque is about the collider centre, not the CG; not carried in this table",9147.75146484375,4468.62177,2.0471080202529093,0.7153916285798261,4,4,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc6.7000_vw3.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,6.7,3.0,7.340980860893182,-65.87901688055742,21750.436870474652,11244.914254760743,-18618.09355061849,27289.84503580729,"torque is about the collider centre, not the CG; not carried in this table",9147.749816894531,4468.62177,2.047107651470474,0.7251465521886943,4,4,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc8.9000_vw0.5000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,8.9,0.5,8.914033879226622,-86.78451600825179,13705.40572475616,6217.71830774943,-12213.849725850423,15177.872621663411,"torque is about the collider centre, not the CG; not carried in this table",9147.751831054688,4468.62177,2.0471081022045614,0.855950687203454,4,5,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc8.9000_vw1.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,8.9,1.0,8.95600357302296,-83.58915997976756,20187.438315166477,8816.151427205403,-18160.62057698568,22020.259978230795,"torque is about the collider centre, not the CG; not carried in this table",9147.752746582031,4468.62177,2.047108307083692,0.7867215195731796,4,5,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc8.9000_vw2.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,8.9,2.0,9.121951545584968,-77.33493623495764,25603.673103577734,9509.241141255696,-23772.303407796226,29576.820208740235,"torque is about the collider centre, not the CG; not carried in this table",9147.749267578125,4468.62177,2.047107528542995,0.7953452095505767,4,5,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s2_g64_vc8.9000_vw3.0000_r1,M1s2,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,8.9,3.0,9.392017887546851,-71.37213682354495,29973.354531358666,13595.112958272299,-26712.82249247233,32315.89990234375,"torque is about the collider centre, not the CG; not carried in this table",9147.7529296875,4468.62177,2.0471083480595182,0.7817328158669319,4,5,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc0.0000_vw0.5000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,0.0,0.5,0.5,-0.0,307.8947170051774,307.7840573787689,-8.25413733596603,324.8068572998047,"torque is about the collider centre, not the CG; not carried in this table",9147.147216796875,4468.62177,2.0469728000266345,1.3719756603240967,4,1,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc0.0000_vw1.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,0.0,1.0,1.0,-0.0,463.3550678205592,463.1984551906586,-12.046160549422105,514.2932827631632,"torque is about the collider centre, not the CG; not carried in this table",9147.143737792969,4468.62177,2.0469720214859377,0.9725031852722168,4,1,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc0.0000_vw2.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,0.0,2.0,2.0,-0.0,910.0772022981067,909.647968228658,-27.94795234402021,1158.6935927708944,"torque is about the collider centre, not the CG; not carried in this table",9147.143188476562,4468.62177,2.0469718985584593,0.8535861968994141,4,1,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc0.0000_vw3.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,0.0,3.0,3.0,-0.0,1876.6783095631292,1876.0619828542074,-48.09276529649893,2373.2102776845295,"torque is about the collider centre, not the CG; not carried in this table",9147.146667480469,4468.62177,2.046972677099156,0.8321914672851562,4,2,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc2.2000_vw0.5000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,2.2,0.5,2.2561028345356955,-77.19573393471326,2357.9492104271776,1105.214705403646,-2082.8886033376057,2996.4447087605795,"torque is about the collider centre, not the CG; not carried in this table",9147.148498535156,4468.62177,2.0469730868574176,0.7475018922847007,4,1,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc2.2000_vw1.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,2.2,1.0,2.4166091947189146,-65.55604521958347,3042.989368024916,1503.6930945078532,-2645.503991953532,4015.200540415446,"torque is about the collider centre, not the CG; not carried in this table",9147.146850585938,4468.62177,2.0469727180749824,0.7161651735436425,4,1,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc2.2000_vw2.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,2.2,2.0,2.973213749463701,-47.72631099390627,2576.055446361708,1473.5009141921996,-2113.020756785075,4221.748692067465,"torque is about the collider centre, not the CG; not carried in this table",9147.147399902344,4468.62177,2.046972841002461,0.7407009385829598,4,1,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc2.2000_vw3.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,2.2,3.0,3.7202150475476548,-36.25383773744479,5181.820539327586,4392.966882832845,-2748.291481653849,6750.698422241211,"torque is about the collider centre, not the CG; not carried in this table",9147.139892578125,4468.62177,2.046971160993589,0.7112486893041975,4,2,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc4.5000_vw0.5000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,4.5,0.5,4.527692569068709,-83.6598082540901,5677.448518398708,2346.116812133789,-5170.02491124471,6929.3594047546385,"torque is about the collider centre, not the CG; not carried in this table",9147.141723632812,4468.62177,2.0469715707518503,0.7588157552044565,4,3,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc4.5000_vw1.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,4.5,1.0,4.6097722286464435,-77.47119229084849,7477.076038252357,3286.3562735239666,-6716.13940633138,9904.299913024903,"torque is about the collider centre, not the CG; not carried in this table",9147.143920898438,4468.62177,2.046972062461764,0.7328759389765123,4,3,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc4.5000_vw2.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,4.5,2.0,4.924428900898052,-66.03751102542182,10497.558548608646,4991.173092651367,-9235.0921295166,15344.651382446289,"torque is about the collider centre, not the CG; not carried in this table",9147.144104003906,4468.62177,2.04697210343759,0.7215808642279243,4,3,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc4.5000_vw3.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,4.5,3.0,5.408326913195984,-56.309932474020215,11797.67182031805,6059.016267649333,-10122.913723246256,15202.538731892904,"torque is about the collider centre, not the CG; not carried in this table",9147.142456054688,4468.62177,2.0469717346551546,0.7288557077065492,4,3,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc6.7000_vw0.5000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,6.7,0.5,6.71863081289633,-85.73210669970919,9569.394646621706,4040.813180033366,-8674.39581451416,11490.343032328288,"torque is about the collider centre, not the CG; not carried in this table",9147.14794921875,4468.62177,2.046972963929939,0.8005059689058897,4,4,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc6.7000_vw1.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,6.7,1.0,6.774215821775979,-81.5110561194953,13168.221262324192,5535.333975219726,-11948.31071726481,16425.89460550944,"torque is about the collider centre, not the CG; not carried in this table",9147.146118164062,4468.62177,2.0469725541716777,0.7710215047336296,4,4,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc6.7000_vw2.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,6.7,2.0,6.992138442565336,-73.37924308610795,18775.31146947637,9142.601727294921,-16398.937600708006,22533.289341227213,"torque is about the collider centre, not the CG; not carried in this table",9147.141540527344,4468.62177,2.046971529776024,0.7198340821105246,4,4,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
M1s3_g64_vc6.7000_vw3.0000_r1,M1s3,surface,"settled 20-cell surface, FIVE SEEDS, g64, THE CANONICAL SURFACE",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,6.7,3.0,7.340980860893182,-65.87901688055742,21753.40837624902,11289.349268595377,-18594.65969238281,27404.24106343587,"torque is about the collider centre, not the CG; not carried in this table",9147.145935058594,4468.62177,2.0469725131958514,0.7245975718424789,4,4,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
